,z
PTP4A1,-0.3140115
OSBPL8,-0.3139658
TUBA8,0.31375214
SOX17,-0.31364867
PEX26,0.31327936
SPG7,-0.31323552
NPY6R,-0.31323427
CMTM6,-0.31307185
EBAG9,-0.31300348
ELP4,0.31288087
DNAJC15,0.31284887
IFT74,-0.31273553
AKIRIN1,0.31267723
TTLL5,-0.31253943
CDK2AP2,-0.3122158
ZNF84,-0.31205034
CCBL1,0.31201315
CREG1,0.31197047
ISOC2,-0.31182444
EXOSC4,0.3116919
MMP2,0.31168342
C3AR1,-0.31164628
PSMD9,-0.31160608
CABP1,0.3114788
MRPS12,0.31144398
CCNC,0.31139687
KDELC1,-0.31135154
NEFH,0.311102
TGFBR2,-0.31108785
CDH13,0.31104252
REC8,0.31099734
CNIH1,0.31095284
CCND2,0.3107248
FBXW4,-0.31057075
SMPX,0.31050295
PNPLA2,0.3103552
KMT2B,-0.31033736
WIPI1,0.31032473
PSMC2,0.31014365
NFKB1,0.31010246
AP4S1,0.31002742
AVPI1,-0.30993178
ANK1,0.30987313
ACIN1,0.30979383
LARP4,0.3097445
KLF3-AS1,-0.3096895
FOSL1,0.30967653
IL21R,-0.30938765
C18orf8,0.3093586
PCYOX1L,-0.30933467
CHERP,-0.30917796
IMPAD1,-0.30917412
P2RY14,-0.3091429
STXBP3,-0.309112
TWISTNB,0.30902773
DDN,0.30894253
PLPP1,0.3088063
ZSCAN5A,-0.30864167
F13A1,0.30855885
CLP1,0.3085545
FAM98A,0.3084279
ADGRL3,0.3082976
RPL12,-0.30821818
TOP2A,-0.30818212
CAND2,0.30809337
NCLN,0.30803627
ALPL,-0.30794588
ZNF117,-0.3076958
MAPRE3,0.30769438
TRAF6,0.30767888
HDAC11,0.30762786
DUSP22,-0.30747193
PAQR3,0.30743897
INSR,0.30727142
ADRA2C,-0.30722415
SPHK2,-0.30710325
LILRB4,0.30680183
C1RL,-0.30675855
PROX1,-0.30675077
EPHB1,0.3066707
CAMKK2,0.3065927
EMC8,0.30651048
HNRNPAB,0.30634412
FUT6,0.30622843
CDC16,-0.30576164
CTIF,-0.30572054
MRPL33,-0.3055119
ZNF536,-0.3055092
SPTBN4,-0.30540976
CHP2,-0.30535808
APOC1,-0.30529
NRGN,-0.30502945
HMGB3,-0.30500707
MPC2,-0.30497822
KLHL3,0.30484015
CNIH3,-0.3047671
PIGC,-0.30455187
POLD4,0.3045269
BRF2,0.30441648
G6PD,0.30441582
SNAP29,-0.30432522
FKRP,0.3042942
PHF10,-0.30419207
DNAJB4,-0.30357623
MMP24,-0.3034466
CYB5B,0.30342078
EWSR1,0.30337086
SAMD4A,-0.3033017
DDX56,0.30329716
FRMPD1,-0.30328265
OSBPL11,0.3032678
FAIM2,-0.3032319
PNN,0.30320182
ETV7,0.30293018
GLI2,-0.30292848
HAS2,0.30269828
CCDC85B,-0.30237734
SNRPF,0.30217004
HERC1,0.30212474
TAF9B,-0.30202326
NCF4,0.301792
NOTCH1,-0.3016811
PLEKHO2,-0.3016472
CDKN2AIP,0.30160874
SPTBN2,0.3015594
RAB7A,0.30151933
WBP11,-0.30145282
SETBP1,-0.30139834
PPP6R2,-0.30138898
FUZ,-0.30135745
MAP7D3,0.30103523
METTL3,-0.30101305
GID4,-0.30099905
RPS3A,-0.30093482
XYLT1,-0.30087066
MNX1,-0.30084965
UBE2G2,-0.30084938
MSH2,0.30015972
ACE,0.30004054
NEO1,0.300018
RHOF,-0.30001712
C1orf21,-0.299726
HYOU1,-0.29966348
CFD,0.2995538
EIF4G3,0.2995363
ZMYND10,-0.2994587
SUSD5,-0.2993958
PTRH2,0.29931635
RNF220,0.29930907
YES1,0.2992952
NCS1,-0.29927206
PEX6,-0.2992714
VPS11,-0.29918888
TMEM246,-0.29918474
APBB3,-0.2987787
TAS2R16,0.2987178
E4F1,-0.29869145
OAS3,-0.29850623
KANK1,0.2982772
SERINC3,-0.29823798
OR10H3,0.29813448
GMFG,0.29813045
GNB5,-0.29812443
ESRRG,-0.29809916
SLC6A2,-0.29808223
TNNC1,0.29798585
CXCR3,-0.2979332
GON4L,-0.29772907
IL2RA,-0.29739738
SETD4,-0.29736462
TMEM231,-0.2973463
VPS13C,-0.29719043
ERBB2,0.29712763
TFPI2,-0.2970684
LINC00599,-0.29697892
APBA2,-0.2968902
CAPN10,0.29688466
LIN7C,-0.29684845
ANAPC10,0.2967487
PLA2G6,-0.2965536
PHLDB1,0.29648027
PARP1,0.29636183
ZCCHC8,0.29630598
FOCAD,0.29618007
TM9SF3,0.29617482
ZNF580,-0.29600632
UBTD1,0.29594836
SOCS5,-0.2959345
SLCO1C1,-0.2959077
AIM1L,0.29570633
VIP,0.2956548
UBXN2B,0.29539984
AP3S1,-0.29531306
MELK,-0.29523787
SLC43A3,-0.29521883
GTDC1,-0.29510152
SNRNP27,0.29508442
PMF1,-0.29493684
DEFB1,-0.29491884
CCDC106,0.29489353
EMC1,-0.29449376
POLR1C,0.29444456
MUM1,-0.29415095
RCL1,-0.29404593
SSH1,-0.2940075
JADE1,0.29395562
XPO6,-0.29394773
TMEM208,-0.29392344
SYK,0.29388067
SIPA1L3,0.29377103
CADM4,0.2937536
MAD2L1BP,-0.29347837
BMP6,-0.29345366
SNCA,-0.29318437
ZNF217,-0.29294658
PSMC6,-0.2929444
TNFAIP3,-0.29290777
COL5A2,-0.29273105
NUPR1,-0.29266822
STAG1,-0.29257384
ZNF131,-0.29256988
MGAT4C,0.2924466
CD164,-0.29222724
UTP20,-0.2918725
S100A4,0.29182327
THY1,0.29181275
ACTR1A,-0.2915281
AKR1B1,-0.29146993
MRTO4,0.29145187
CCT7,0.29136297
MYO9A,-0.2913112
PPM1E,0.29113775
ADNP,0.2911365
HADHA,0.29102087
CHST1,-0.2909466
ALDH1B1,-0.29090634
ARHGAP1,0.29090428
ZBTB33,0.2908771
ENSA,-0.2905581
ATP6V1B2,0.29046094
TBX5,-0.2902362
TAL1,0.29022112
F12,-0.29014844
RAP1GAP2,0.28999472
EIF2B3,-0.28992388
PRPF39,-0.2898931
RPL3,-0.28987062
GRIA3,0.289818
COL9A3,-0.28972155
EPN2,-0.28970715
SF3A1,0.28966987
TNC,-0.2895006
SHQ1,-0.28949955
S100A11,-0.28943992
SEMA4C,-0.28935444
CR1,-0.28919795
ABCD2,0.28889883
RFK,0.28888866
GNPTAB,-0.28882006
REL,-0.28878975
CXorf36,0.28873336
DUSP12,-0.28858587
SFT2D2,-0.28856856
MTRR,0.28853196
CASP2,-0.28849268
KCNJ8,-0.2884832
FKBP9,0.28840086
ASF1A,-0.2883747
ATG9A,0.28834057
TFCP2L1,0.2882977
ADORA1,0.28799623
LRMP,0.2877851
ILF3,-0.28764558
MPRIP,0.28753704
MAP2K2,-0.2873149
ZNF329,-0.28728175
NHLH2,-0.28727823
AAGAB,0.28664413
DPM3,-0.2865292
CYP4F3,-0.28640896
PRG4,-0.2863863
RNF141,0.2863645
SYNRG,-0.28634518
ASNSD1,0.28627324
WDR37,0.28626263
FBLN5,0.28620002
CTNNAL1,-0.286091
MRPL48,0.28597033
DENND5A,-0.28576672
ARHGEF15,0.28561962
AFF4,0.2856116
ATXN2L,0.28560367
KLF8,0.28556356
RNF187,-0.28545833
MCTP1,0.28540683
HOXA6,0.28517014
POLR3F,-0.28505346
ZNF646,-0.2850199
CASP8,0.28494787
CRYBB2P1,-0.28491372
ATP1A2,-0.2848078
AK1,-0.28478786
TRAPPC13,0.2845449
RAB11FIP1,-0.284477
PASK,0.284195
MAPK9,-0.28416237
CHML,0.28414655
RPF1,-0.2837557
KCND2,0.28374884
FAM169A,-0.28356713
NFS1,-0.28354543
EZH1,0.2835313
NSUN3,0.28323436
AP5M1,0.28322023
ALDH5A1,-0.28315616
C9orf9,0.2830824
CLEC10A,-0.2830004
ZNF253,0.2828457
AGGF1,-0.28276247
PCSK1N,-0.28264058
CST3,-0.28251448
C20orf27,-0.28234515
SRRD,0.2822891
ICAM3,-0.28214934
OSMR,-0.282076
DPF3,0.28174636
LRRN2,0.2816285
TEX264,-0.28155005
HOXC13,-0.28147906
CMKLR1,-0.28146088
CA11,-0.28142053
ZSCAN31,-0.28141552
ZNF232,-0.28132787
CIAPIN1,0.28129944
ZNF408,0.28108937
CHMP4A,-0.28096473
SEMA4A,0.28094208
CASP5,0.28066704
TAF11,-0.28052673
GABRA1,0.28031433
PCNX2,0.2802618
MET,0.28024286
SEMA3C,0.28020757
ITGB1BP1,-0.2801985
WDR44,-0.28016904
SOX13,-0.280021
SYNGR2,0.279621
DOHH,-0.27956566
NRBF2,0.27947512
NAA15,-0.27930474
ENO1,-0.27920294
SMCHD1,-0.27914545
ITGB3BP,-0.27910277
WTAP,0.2790261
PMS2P4,-0.2789847
ATP2A2,-0.27894026
CLDN4,0.27887014
AOC2,-0.2788459
DFNB31,-0.27872524
EIF1,-0.27872413
HK3,-0.27864343
LARGE,0.27864158
TESC,0.2786314
EDN3,-0.2785402
ORC4,0.27852097
CDH5,-0.27844828
CEBPG,-0.27830312
RIN3,-0.27792954
POLR2K,-0.27788228
ARNTL,0.27776977
EPB41L4B,0.27767277
STAMBP,-0.27761534
LDB1,0.27746418
ARHGAP15,-0.27733546
GOLGA2,0.27726656
MS4A1,-0.27726576
SUCLG2,-0.27706122
ZNF180,0.2770247
MZF1,0.27697894
PDLIM4,0.27679598
LMBRD1,0.27662888
FAIM,0.27656913
DCTN2,-0.27655894
TNFAIP1,0.2764753
NAT6,-0.2764123
MFAP4,0.27614138
PHGDH,-0.27575472
CTGF,0.2757197
MDM2,-0.2756355
CENPI,0.27539456
LAMA5,0.27538586
MEX3C,-0.275361
INTS3,-0.2753034
CPA3,0.27529994
PLPPR2,0.27527845
YIPF6,0.2752511
PLA2G3,0.27511477
CENPF,0.27507532
UBE4A,0.27506006
PDE1A,0.27504283
TNFSF15,0.27488202
COX16,-0.2747066
TUBGCP5,-0.27470642
RASSF1,0.27446467
POP4,-0.27444258
GLS2,-0.27430505
MYCT1,0.2741794
RBM15,-0.2739604
EOGT,-0.27373746
KRT8,-0.27373126
CP,0.27365828
ADGRB2,0.27357602
C2,0.27339947
USP12,-0.2733557
TOP2B,-0.27318895
VASP,-0.27313134
DIO3,-0.2729587
GNAQ,0.272938
PDLIM7,0.27271318
CRYBG3,0.27264753
TAGLN3,0.27260193
HACD3,0.27224305
CUX2,-0.2719586
S100PBP,-0.27195296
HHAT,-0.27191648
GRAMD4,-0.27182466
PIGK,-0.2717891
FZD6,-0.27156985
RPL10A,0.27150935
PMVK,-0.2714654
RGS12,0.2713951
IL23A,0.27135837
LY96,-0.27125233
TRABD,0.27123517
ITGA10,0.27121633
PLEKHA4,0.27115732
CRAT,-0.27097172
BRINP3,0.27097124
MYO1C,-0.27085775
KIF5C,-0.27085638
KCTD5,0.27053714
YEATS4,-0.27048343
NFE2L3,0.27042598
ERN1,-0.27041066
PDPR,-0.27032295
VPS39,-0.270279
ATN1,-0.27027497
NR5A2,0.27026114
IL4R,-0.27017677
RFC4,-0.2700445
NFU1,0.27003843
IL33,-0.2699867
ZFP36,0.26975998
MCFD2,-0.26975965
SNRNP40,-0.26953465
PRPF40A,0.26951697
PEMT,0.2694361
CES2,-0.2694214
ASH1L,0.26939812
THAP10,-0.26925403
HIPK3,-0.26911324
PKN2,-0.26904774
ADPRM,-0.2688956
MAPKAPK2,0.26888978
CWH43,-0.2688525
CDC25C,-0.26884192
C19orf54,-0.26880974
AATF,0.26877272
TNNI2,-0.26860178
STEAP1,0.26841855
BTN3A2,-0.26829535
C1orf50,0.26829264
PAXBP1,-0.2682057
ARHGAP19,-0.26811257
ATM,-0.2678507
DHRS7B,0.2678234
BTRC,-0.2677646
CPE,-0.2676574
L2HGDH,-0.26754904
APC,-0.2675265
HOXA11,-0.2675201
KLHDC8A,-0.26733175
PTPRG,0.26714474
ASAP1,0.2671309
PPP2R5E,0.26711166
KDM4A,0.26693037
TUBB3,0.26691028
CCNJ,0.26690853
GDF11,-0.26689318
USP15,0.2668737
HLA-F,0.26662344
STEAP3,-0.2665748
PFKFB3,0.266493
DXO,-0.26648164
ITIH2,-0.26646295
S1PR5,0.2659878
GAL3ST4,0.26591662
POLE2,-0.2658709
B4GALT7,-0.26561603
IPO13,-0.26556182
C7orf43,-0.26554894
CNTNAP1,-0.26544493
CCR2,-0.26531374
MRPS35,-0.2652168
CEBPD,0.2649417
ANG,-0.26482588
PDGFD,0.2648252
MAP3K5,-0.2647829
PILRB,0.26457262
SNU13,-0.26455206
ALOX5,0.2645466
SLC31A1,-0.2642857
SERPINB8,0.26423502
MYCL,-0.26411656
MAPKAP1,-0.2640077
MLC1,-0.26375833
UXS1,-0.26371527
MYOZ1,0.26349935
PTGDS,0.2634936
C12orf10,0.26340044
HIC2,0.26335824
ACTR3,0.26334462
SCNN1B,-0.26328206
SIM1,0.26317918
CD52,-0.26313606
RDH5,0.2631252
COPS4,-0.26292485
MCAT,-0.26289284
PDCD5,0.2626846
PAIP1,-0.26267081
DDR2,-0.2625528
CLCA4,0.26248297
RRAGB,-0.26230264
CDA,0.26222816
FBLN1,0.26206842
BAG5,0.26187453
ZNF550,-0.26185277
ARHGAP12,0.26183134
GNA13,-0.2618246
LMF2,0.26164395
MTHFD2L,-0.261642
RTFDC1,-0.26134434
CPOX,0.26121706
CDC5L,-0.26112944
GAS2,-0.26105866
TEF,-0.26087043
BTF3,0.26064426
LANCL2,0.26047668
C3orf18,0.2604614
CSNK1A1,0.2604262
XPO1,0.26022655
LASP1,-0.26004505
EDRF1,0.26004323
PLLP,-0.2599281
CCDC93,0.25975382
EIF3K,-0.2596982
P2RY2,0.25968465
PPCS,0.25967744
GLO1,0.25965387
RSL24D1,0.25960863
HLA-DOA,-0.25950822
HLA-DOB,0.259381
SLC9A3R2,-0.25934428
TGFBR1,-0.2592039
CD2,-0.25894707
DSCAM,0.25894368
KIAA0355,-0.25872216
LTF,0.2586922
C1S,0.25852442
PTOV1,0.2584359
ISCU,0.2583484
TBC1D5,-0.25806484
ICK,-0.25803915
CDK5R2,-0.2579016
HLTF,-0.25775397
TRPM1,-0.25736332
PPP1R14B,-0.25732118
HLF,-0.25722554
TGFB1,0.25711805
ICAM1,0.25679237
PTX3,0.25660944
ZC3H13,0.25650632
MGAT1,0.2562868
PCDH7,0.2562305
PTRF,0.25608698
EPHA4,-0.2560614
SERPINB5,-0.25598785
LSM12,-0.25586045
DET1,0.25579068
HPSE,0.25574327
MAPRE1,-0.25571218
UBE4B,-0.2557065
MRPS14,-0.2556997
GNA12,-0.2556039
DNAI2,-0.2555523
CRH,-0.25540388
CAB39L,-0.25531006
MSL2,-0.25520337
FAM3A,0.25508678
DSC1,-0.2547598
ARF3,-0.2546575
ATP5O,-0.25428846
STAT2,-0.25420254
RPS8,-0.25409478
FKBP5,-0.25404692
FZD4,0.2538603
GPR87,0.25385553
USO1,-0.25381213
KCNIP2,-0.25359422
ZNF236,-0.2534489
ZBTB3,0.25327924
SEPT4,-0.25322008
SUV39H1,-0.2530917
GPR85,-0.253024
SCN8A,-0.25289738
TRIP6,0.25286916
CHGB,-0.25286043
EIF2S2,0.25272876
SLCO4A1,0.25264138
DENND4A,0.25240323
CPLX2,0.2522877
ATMIN,-0.25220808
C11orf63,-0.25212327
ZFC3H1,-0.2520982
TAGLN2,-0.25207153
TXNL4B,-0.25200891
PHF20L1,-0.25189263
DDX24,0.2518578
C3orf52,0.25183082
HSP90B1,-0.25178972
ZNF267,0.25169942
MMADHC,-0.2515388
RRAS2,0.25135052
EHHADH,-0.2511021
RPLP2,-0.2507306
TNFRSF11B,-0.25073007
TRANK1,0.25058538
CACNG3,0.2505375
HPRT1,0.25018635
CXCR4,-0.25017062
PSMA3,0.2499341
RSRC1,-0.24986048
FAT4,-0.2498338
MAP1A,0.24977648
ARMC6,0.24968566
B4GALNT1,0.24951965
LINC00094,-0.24935722
GAPVD1,0.24935204
PHF24,0.24933884
LILRA2,0.24913204
ALG13,0.24906413
CHPF2,0.24887115
DNAJC1,0.24870104
ZDHHC7,0.24853751
TBC1D22A,-0.24835643
RAB22A,-0.24833754
RARRES1,-0.24830413
CETP,0.24825945
LRP2BP,-0.24825257
CADPS2,-0.24824667
FARSA,0.24822715
GMDS,0.2482158
CD36,-0.24809983
BCAT1,-0.24798626
TNFAIP8,0.24792734
CROCCP3,0.24792561
C18orf25,-0.2476792
PARVA,-0.24757993
FST,0.24752516
PCNP,0.24749759
DCTPP1,0.24709743
COL9A1,-0.24694103
ARHGAP33,-0.24686286
EML2,0.24685895
PIP5K1B,0.24684173
EML4,-0.24680245
HOXD9,0.24674927
GRSF1,-0.24668448
AP2S1,-0.24644405
SMPD3,-0.24642652
ARHGEF10,-0.24641198
DCLK2,-0.2463208
SERPINA5,0.246188
PELP1,-0.2459648
TACO1,0.24596193
HOXB6,-0.24594964
TLR3,-0.24576004
NES,-0.24560773
TOM1L1,-0.24549583
WDR45,0.24541153
ARHGEF16,0.24533828
LAPTM4A,0.24524802
COL1A1,0.24501759
PRAF2,-0.24486205
RPL23AP7,-0.24482048
CLEC2D,-0.24470082
MYO16,0.24468276
ARL1,-0.24433023
DDX47,-0.24419919
EFEMP2,-0.24418117
ANXA9,-0.24409954
TCF20,-0.24402437
SIGLEC1,-0.24394487
WAPL,-0.24392053
MYRIP,0.24390581
ADTRP,-0.24390417
RANBP6,0.24389708
B3GALT2,0.24380323
MRPL22,-0.24374537
PDE8B,0.2436151
WFDC2,-0.2435534
CD247,-0.243461
IFFO1,-0.24334952
EPS15L1,0.24333489
RCN2,0.24331889
MTMR9,-0.2433021
CAMKMT,0.24325468
TSPYL1,0.24322629
ATP8A1,0.24309641
ZNF460,0.24308956
PANX1,0.2429913
NFRKB,0.24278267
CHD1,0.24271129
MSMO1,0.24258587
GPC3,-0.2425375
PELI1,0.24252698
LGALS9,-0.2424267
NRP2,-0.24232654
RBP1,0.24230692
CD300A,0.24220158
GMPS,-0.242191
MRPS18A,-0.24214116
NNT,0.24203652
ITPA,0.24183774
PTPRH,0.2418133
RNF121,0.24179766
PCDH17,0.24151552
HSPA13,-0.2414822
SNX27,-0.2413808
PALLD,0.24133755
SNRPB,0.24115436
LRP12,0.24100068
WDR26,-0.24087343
PLPPR1,0.24084714
TMEM204,0.24079973
FHOD3,-0.2406644
NECAB2,0.24058774
TMEM57,-0.2405574
ADRM1,-0.24054405
BECN1,0.24049895
IKZF1,0.24049407
EMP3,0.2402894
COG4,-0.24017276
MAP6D1,-0.24005693
CYP4F12,-0.23982495
TRPC6,-0.23972669
RPS27,-0.23972633
DDX11,-0.23969564
GNRH1,-0.23963955
C1orf61,-0.23956728
ADD1,0.23956151
PAXIP1,0.23950136
DEPTOR,-0.23950036
C2CD2L,-0.23940462
SEMA3F,-0.2393652
ALCAM,0.23933738
PALB2,-0.239304
CDC37,-0.23914671
GMIP,0.23913181
USE1,-0.23910995
FAM175B,0.23880029
SDPR,0.23876747
RPSA,-0.23862988
MPST,-0.23862118
NUP50,0.23851281
ERLIN1,-0.2382789
HTR2B,-0.23822436
HEXA,0.23809361
CRADD,-0.23808052
HLX,-0.23807754
PSMC3,0.23791826
BEGAIN,0.23787557
MYL4,-0.23772734
LILRA5,0.23760974
SALL2,0.23742668
SAP30,0.23734772
TMEM184B,-0.2372767
PHACTR1,0.2367984
PRSS21,0.2366555
KBTBD11,0.23662812
THRAP3,-0.23655395
SLC16A3,0.23653153
LTBP1,-0.23643184
ADAM23,-0.23642385
SAP130,0.23633668
SLC6A8,0.23628405
SDS,0.23626412
C5orf22,-0.236075
PTH1R,-0.23605439
HIC1,0.23581097
CNPY2,-0.23570806
CD9,-0.23543474
RPL11,-0.2353836
SLC25A38,0.23529729
TYRO3,-0.23508777
IFT52,-0.23498686
PAPD7,-0.2348902
ENOSF1,0.23470312
RNF14,0.23464383
TNFRSF10D,0.23448315
RLN2,-0.2343347
GPR65,0.23406103
MFSD9,0.2339562
FRYL,0.2339138
LMBR1L,0.23378417
PART1,-0.23363492
SAP30BP,-0.2335091
LDLRAP1,-0.23350395
TRIB1,0.23325326
PRDM10,0.23299086
PYGB,-0.2329197
GAD2,0.2328239
ZNF787,0.23280478
RTN1,-0.2327773
ACADVL,0.23276469
DNAH17,0.23269005
ASPHD1,0.23268199
GLRB,-0.23230934
CRYM,-0.23224887
KCNMB4,-0.2320711
SFXN1,0.23202877
CLIC2,0.23173968
TRIM66,0.23160696
CYP11A1,0.23154765
HSF2,0.23135003
SMG9,0.23125538
MRAS,-0.23111308
C4orf27,-0.23110949
HINT1,-0.23106624
PLEKHA2,-0.23097709
FKBP15,0.23079239
ZBTB32,-0.23066318
KERA,-0.23049265
CADM3,0.23047578
CTH,-0.23033316
DCTN5,-0.23027736
TMEM176A,-0.23022777
MAGOHB,-0.2299959
GPR39,-0.22976297
SNRPB2,0.22971982
TRRAP,-0.22958371
LRRC36,0.2295583
PLXNB2,-0.2294128
PRR14,0.2293912
ITSN1,-0.22934827
PKP2,0.22934067
PARG,-0.22926374
ACTR5,-0.22921109
BRD7,-0.22915713
CAMSAP2,-0.22912374
SPATA2L,0.22907257
RSAD2,0.2290422
TCAF1,0.22892432
BNIP2,-0.22887957
TGFB1I1,-0.22881016
YIF1A,0.2286706
PNMA2,-0.22866333
S100A8,-0.22859251
EDC4,0.22858006
POU3F1,0.22838031
HCN2,-0.22827959
RIMBP2,-0.22807692
POGLUT1,-0.2277888
BET1L,-0.22775257
ABHD14A,0.22774576
SP140,-0.22770497
BDH1,0.22717904
SOD1,0.2271347
COX5B,-0.22712046
FAM149A,-0.22703248
WSB2,-0.22690526
SLCO1A2,-0.22688293
MYO6,-0.22683656
GPX1,-0.22683355
ANKRD11,-0.22679645
IQCE,-0.22675657
TIMM8A,-0.2266826
ZBED5,0.2266552
HRH1,0.2264775
KCNAB1,0.22636653
PCMTD2,0.22635302
PRUNE,0.22627193
DDX27,-0.22623813
PTGS1,0.22612521
PDP1,0.22611898
ISCA1,-0.22602156
POMT2,0.22597659
RPS29,0.22588272
ALDOB,-0.22584441
KALRN,-0.22577639
CSTF2,0.22571048
UNC45A,-0.2257086
H2AFY,-0.2256617
MANSC1,0.22564556
DUSP3,0.22537391
SERPINE1,-0.225277
BRIX1,0.22515887
TCEB1,-0.2251451
TMBIM6,-0.224991
BUB3,-0.22467732
DAG1,-0.22464293
PTCH2,0.22425991
SH3GLB2,0.22412136
VPS52,-0.22380249
NUDCD3,0.2237992
BCAP29,0.22357115
GTSE1,0.22349942
SRR,-0.22323583
TRAPPC6A,-0.22305408
RRAGA,0.22301409
ZNF235,-0.22288126
PSD,-0.2228761
RBFOX2,-0.2228421
GRIK5,0.22271985
SOCS3,-0.22264984
KHDRBS2,-0.22252181
RFX2,-0.22242671
COL9A2,0.22240432
MIA3,-0.22236007
PIBF1,0.22233458
MYO1E,0.22218841
MAFB,0.22218218
TCEAL4,-0.22217862
NDUFS8,-0.22215809
OMD,-0.22210224
CACNB4,-0.22203067
SEC14L2,-0.22199611
ARSA,0.22195229
MAT2B,-0.22194229
RUBCN,0.22194093
GATA4,-0.22170326
GYS2,0.22169223
MRPL13,0.22159696
GNG4,-0.22137621
SPTBN1,0.22088446
SLC1A1,-0.22082035
RBM22,-0.22074135
PPP4R2,-0.22071567
HOXA7,0.22066393
IL6ST,-0.22065714
WDR1,0.22062962
DDX43,0.22060859
ZFYVE26,-0.22051762
SLC28A3,0.22037482
GNPAT,0.22025305
RBMX,-0.22018093
ITPKA,-0.22016102
KCNQ2,0.22014707
ARIH1,0.22006363
IKZF3,0.21998236
MVB12B,0.21996653
CELF2,-0.21995294
HIF1AN,0.2199053
RASA2,0.21985452
PDIA2,0.21984288
CAV1,0.21965456
CDH19,-0.21953404
CCL13,0.21952058
PEX10,-0.21947613
AKAP8,0.21935663
CHRD,-0.21913421
CD28,-0.21904954
LAMA4,-0.21901108
THAP3,-0.21900149
EEF1A2,-0.21899576
C14orf166,-0.21892655
FAM83E,0.21872838
CXXC4,0.21863315
PEX19,0.21860644
ATP1B3,0.21852797
ARHGEF11,-0.21848142
CENPU,-0.21842554
DTYMK,-0.21835235
CDK3,-0.21810171
IFIT2,-0.2180931
HEBP2,0.21801998
HOXC6,0.21797878
NAIP,-0.21796294
USP11,-0.21781093
KLF3,0.21779409
IRF9,-0.21743715
SNORA21,0.21736509
TAP2,-0.21726412
IQSEC1,0.21725133
RAB9A,-0.21702924
NECAP2,-0.2169437
PPM1F,0.21688703
PIAS2,-0.21680467
DPEP2,-0.2167682
ORMDL2,0.21675733
SPOCK1,-0.21658911
XRCC5,-0.21649143
ABHD17B,-0.21647812
PPP2R5B,0.21641795
AKAP8L,-0.21639875
FARS2,0.21635213
TPRA1,-0.21624967
SPATS2L,0.21624884
TAF1D,0.21621442
COL4A5,-0.21617477
P3H2,-0.21615976
ARF5,0.21604124
ADCY2,-0.2159406
KIAA1462,-0.21587688
VASH1,0.21563932
NEK9,-0.21561503
HOXB9,0.21557593
RPGR,-0.21548653
TRAT1,-0.21527743
EAF2,0.21524307
CD46,0.21512237
CADM1,-0.21510378
FKTN,-0.21478614
RGS14,0.21477711
CRCP,-0.21477681
SNAPC3,-0.2146036
MCMBP,-0.21453708
TMEM123,0.21448776
THOC6,-0.2143358
CREBZF,0.21430099
RENBP,0.2141966
CSTB,0.21405959
CMAHP,-0.21396132
DPEP1,0.21395555
CKS2,-0.21349834
SLC12A8,-0.21324077
SEC14L5,0.21249384
FUS,-0.21234512
LILRA3,-0.2123022
MICAL1,-0.2122735
ZFHX2,-0.21220075
RPS3,0.21201706
C12orf29,0.21201247
BZW1,-0.21195415
PIK3CD,-0.21162125
FAM131B,0.2116118
FOLR2,0.21159093
ABHD18,-0.211483
ZNF430,0.21137226
TREX2,0.2112952
ZNF767P,0.21126702
WDR25,-0.21123594
YBX3,0.21119572
CITED1,0.21098317
DVL1,-0.2109369
DPM1,-0.21081318
TREM2,0.21067154
ATP5J2,0.21062313
ZBTB6,-0.21049182
BRMS1,-0.2104492
MFSD7,-0.21021159
FPR3,-0.2100085
FPR2,0.20995809
MBNL1,-0.20984358
TGS1,0.20980382
PKNOX2,0.20977375
OMG,0.20975453
KIFAP3,0.20956194
DTNB,0.20954302
CTF1,0.20952813
ETS1,0.2094037
CCL2,0.20921661
CEP250,0.20916411
TTC27,0.20915884
ME3,0.20915365
EPAS1,-0.20897558
SLC24A3,0.20897101
NR1H3,-0.20886168
TREM1,0.208781
TTI2,-0.20876557
SPHK1,0.20873809
FLRT3,-0.20867574
KPNA6,-0.20866899
MTMR3,-0.20839947
AP1B1,-0.20837867
SGPP1,0.20833673
ATP6V0E1,0.20826328
EBI3,0.20806994
PARK2,0.20795992
POMP,-0.20792733
RAN,-0.20789468
TNFSF12,0.20786965
VPS26A,-0.207835
TCF25,-0.20760481
TLE4,-0.20754936
DNAJC3,-0.20743698
XAF1,-0.20725533
NINJ1,0.2070971
AMPH,-0.20705941
CCDC6,-0.20704281
MEIS1,-0.20695814
HMMR,0.20692058
ZNF451,0.20682225
CD2AP,-0.20670682
ALDOA,0.20669983
MRPS27,0.20656031
COMMD9,-0.20642489
MRPL15,-0.20639022
FPGT,0.20635632
PITX2,-0.2062869
MAU2,-0.20611447
PLD1,0.20610172
MEST,0.20600533
ETV4,-0.20594789
FCN3,0.20590238
LMNA,-0.20573476
GPRC5C,-0.20559643
FAM179B,0.20558068
HS3ST3A1,-0.20551422
NEU1,0.20545793
ETNPPL,0.20539975
COX7A1,0.20526135
RAB15,0.20520547
DGKQ,0.20516127
LIMK2,-0.20510437
ERLIN2,-0.20506781
IRF8,-0.20495664
PLA2G16,-0.20495126
CRY1,0.2049451
TRIM29,-0.20484817
PPFIBP2,0.2045967
CDK5R1,-0.20457205
AIDA,0.20456597
PITRM1,-0.20452721
